Store Location,Address,Phone,Timings
Pragati Nagar,"Ground Floor, Gev Tulasi Building 132, Pragati Nagar Main Road, Pragati Nagar, Hyderabad, Telangana, 500090",+91 9582051505,Hours: 11:00 AM to 09:30 PM 
Kothagudem,"3-1-235, Vidyanagar Colony Road, Vidyanagar Colony, Beside Hp Gas Office, Kothagudem, Telangana, 507101",+91 8929174296,Hours: 11:00 AM to 09:00 PM 
Habsiguda,"House No 1-65A/8, On Plot No 7, New No 1-4-53/1, Street No 8, Habsiguda, Hyderabad, Telangana, 500007",+91 8588802587,Hours: 11:00 AM to 09:00 PM 
Financial District,"S No-142, Sri Sai Gayatri Towerss, Financial District, Nanakramgudaa, Financial District, Hyderabad, Telangana, 500032",+91 7838671500,Hours: 11:00 AM to 09:30 PM 
Kaveri Hills Madhapur,"Plot No 27 & 28, Guttala Begumpet Village, Kavujri Hills, Phase 1, Seringampally Revenue Mandal, Rangareddy Dist, Hyderabad, Telangana, 500081",+91 9711869741,Hours: 11:00 AM to 09:30 PM 
Patancheruvu,"H No 25 & 35/4, On Plot No 1 & 2 In Survey No.167, Ramachandrapuram, Patancheruvu, Beside Icici Bank, Hyderabad, Telangana, 502032",+91 7838290268,Hours: 11:00 AM to 09:30 PM 
Vanasthalipuram,"House No 6/4/3 MIG, LOT Building, Plot No 35, Vanasthalipuram Police Station Road, Opposite Indian Post Office, Hyderabad, Telangana 500070",+91 7428890201,Hours: 11:00 AM to 09:00 PM 
Old Bowenpally,"Mlr Towers Sy No 110, Plot No 2, & No 6-R6-60, Centre Point, New Bowenpally, Hyderabad, Telangana, 500011",+91 8929345155,Hours: 11:00 AM to 09:30 PM 
Suncity,"Ground Floor, House No 7-17/6, Suncity Main Road, Suncity, Opposite Lucid Medical Diagnostics, Hyderabad, Telangana, 500091",+91 8929162484,Hours: 11:00 AM to 09:30 PM 
Tirumalagiri,"Sy 26, Tirumalagiri, Secunderabad, Beside Mahindra Show Room, Hyderabad, Telangana, 500015",+91 9582528860,Hours: 11:00 AM to 09:30 PM 
Diamond Hills,"2-1/6&2-1/6A, Ground Floor, Fantasy Square, Diamond Hills, Serlingampally, Gachibowli, Hyderabad, Telangana, 500081",+91 8307197198,Hours: 11:00 AM to 09:30 PM 
"SD Road, Secunderabad","H No 9-1-122 & 123/1, Sd Road, Scunderabad, Sd Road, Scunderabad, Beside Dcb Bank, Hyderabad, Telangana, 500003",+91 7838194852,Hours: 11:00 AM to 09:30 PM 
Sangareddy,"Main Road, Near Gokul Hospital, Opposite Tscpdcl Office, Sangareddy, Telangana, 502001",+91 7838235693,Hours: 11:00 AM to 09:00 PM 
Punjagutta,"House No 6-3-696, G2, Ground Floor, Punjagutta Main Road, Panjagutta, Metro Pillar Number A 1103, Hyderabad, Telangana, 500029",+91 8929334354,Hours: 11:00 AM to 09:30 PM 
Mallapur,"House No 3-498/1/1/3, Ground Floor, Plot No 3, Situated Mallapur Village, Uppal Mandal, Kapra Circle, Mallapur, Hyderabad, Telangana, 500076",+91 8929340390,Hours: 11:00 AM to 09:30 PM 
Yousufguda,"House No 8-3-231/4/7, Lakshmi Plaza, Metro Piller #C1549, Opposite HDFC Bank, Sri Krishna Nagar, Yousufguda, Hyderabad, Telangana, 500045",+91 7291084985,Hours: 11:00 AM to 09:30 PM 
Kokapet,"Plot No 2 & 3, Brundavan Colony, Gandipet Main Road, Narsingi, Kokapet, Hyderabad, Telangana, 500075",+91 7291083948,Hours: 11:00 AM to 10:00 PM 
Nacharam,"Emr Complex No 4-1-91/6, Bhavani Nagar, Nacharam Main Road, Nacharam, Nacharam, Hyderabad, Telangana, 500076",+91 9319365940,Hours: 11:00 AM to 09:30 PM 
Kushaiguda,"Plot Bearing No 2/A, Survey No 215, 216, 217, 218 And 222, Chakripuram, Kushaiguda, Under Kapra Municipality, Keesara Mandal, Ranga Reddy District, Hyderabad, Telangana, 500",+91 9582593828,Hours: 11:00 AM to 09:30 PM 
Kothapet Nagole Road,"1-1-62/5 Shrungeri Colony, Mohan Nagar, Kothapet Nagole Road, Hyderabad, Telangana, 500035",+91 8929607657,Hours: 11:00 AM to 09:30 PM 
Nayeem Nagar,"2-2-122, Ground Floor, Mkm Complex, Nayeem Nagar, Warangal Urbon, Hanamkonda, Telangana, 506009",+91 8929277341,Hours: 11:00 AM to 09:00 PM 
Flagship Store at Gachibowli,"G2, Vaishnavi Tanmai Plaza, 10 Roads, Gachibowli, Near Hp Petrol Bunk, Opposite Rttc, Hyderabad, Telangana, 500032",+91 7428891268,Hours: 11:00 AM to 09:30 PM 
Banjara Hills,"Ghmc 8-2- 681 & 681/1, Road No 12, Ghmc, Banjara Hills, Opposite Himalaya Book World, Hyderabad, Telangana, 500034",+91 8929345305,Hours: 11:00 AM to 09:30 PM 
Nalgonda,"H No 6-2-892/2, Ground Floor, Meerbagh Colony, Hyderabad Road, Beside Union Bank, Nalgonda, Telangana, 508001",+91 7428891141,Hours: 11:00 AM to 09:00 PM 
Siddipet,"H No 18-28/9 Street No 6, Adharsh Nagar, Hyderabad Road, Opposite Ratnadeep Supermarket, Siddipet, Telangana, 502103",+91 7428891235,Hours: 11:00 AM to 09:00 PM 
New Kachiguda,"3-4-1081, Kachiguda Station Road, Barkatpura, Kachiguda, Near Kachiguda Signal, Hyderabad, Telangana, 500027",+91 8929136909,Hours: 11:00 AM to 09:30 PM 
Jubilee Hills,"Municipal No 8/2/293/82/A471, Road No 36, Jubilee Hills, Near Jubilee Police Station, Hyderabad, Telangana, 500033",+91 7428891279,Hours: 11:00 AM to 09:30 PM 
Narsingi,"Plot # 68A, Alkapur Road # 7, Puppal Guda, Opposite Celebrations Function Hall, Hyderabad, Telangana, 500089",+91 9582951671,Hours: 11:00 AM to 09:30 PM 
Karmanghat,"House No.10-1-81/1/2A & 10-1-81/1/3, Plot No 9, In Survey No 22 Part, Situated At Raghavendra Nagar Colony, Lingojiguda Village, Saroornagar Revenue Mandal, Under GHMC L B Nagar Circle, Ranga Reddy Di",+91 8744095253,Hours: 11:00 AM to 09:30 PM 
Hydernagar,"Dno-16-2-M/14/G1, Ground Floor, Sai Plaza, Charma Reddy Colony, Phase II, Hydernagar Village, Opposite Rainbow Children'S Hospital, Kukatpally, Hyderabad, Telangana, 500085",+91 8929496181,Hours: 11:00 AM to 09:30 PM 
Tarnaka,"Ground Floor, House No 12-5-35/A/C, Taranaka, Tarnaka, Secunderabad, Telangana, 500007",+91 8929435455,Hours: 11:00 AM to 09:30 PM 
Malaysian Townshiop,"VI KPHB Colony, Malaysian Townshiop, Kukatpally Village & Mandal, Under GHMC Kukatpally Circle, Medchal Malkajgiri, Ranga Reddy District, Hyderabad, Telangana, 500085",+91 8743084107,Hours: 11:00 AM to 09:30 PM 
HMT Hills Pragathinagar,"Flat No G, 2, Pragathi Nagar Road, Addagutta Society, HMT Hills, Beside Eenadu Bank, Jal Vayu Vihar, Kukatpally, Hyderabad, Telangana, 500085",+91 9582494863,Hours: 11:00 AM to 09:30 PM 
Quthbullapur,"Plot No 6, Ground Floor, Ganesh Housing Colony, Suchitra X Roads, Quthbullapur, Hyderabad, Telangana, 500067",+91 8588809804,Hours: 11:00 AM to 09:30 PM 
Gaddiannaram,"16-2-754/A/1/A, Asmangad Malakpet 6 Circle, Gaddiannaram, Beside Rajesh Dental Specialities, Hyderabad, Telangana, 500036",+91 8929185505,Hours: 11:00 AM to 09:30 PM 
Allwyn Colony,"Ground Floor, House No 2-22-88/2/A, Allwyn Colony, Situated Vijayanagar Colony, Enadu Society, Kukatpally, Near Patel Kunta Huda Park, Hyderabad, Telangana, 500072",+91 8447911308,Hours: 11:00 AM to 09:30 PM 
New Friends Colony,"13-6-798/1/21, New Friends Colony, Langar Houz, New Friends Colony, Beside Bapughat, Hyderabad, Telangana, 500008",+91 8929335385,Hours: 11:00 AM to 09:30 PM 
Hyderguda,"Ground Floor, Baba Towers, Tilak Road, King Koti, Hyderguda, Beside Bakezone, Hyderabad, Telangana, 500048",+91 8447730260,Hours: 11:00 AM to 09:30 PM 
Mancherial,"12-656, Reddy Colony, Highway Road, Mancherial, Beside Fire Station, Mancherial, Telangana, 504208",+91 8588814902,Hours: 11:00 AM to 09:00 PM 
Khammam,"15/9/542, Swarna Palace, Wyra Road, Yedulapuram, Beside Icici Bank, Khammam, Telangana, 507002",+91 7428890277,Hours: 11:00 AM to 09:00 PM 
Kapra,"House No 3-30/1, Plot No1, Sri Nagar Colony, Kapra Village & Mandal, Medchal District, Kapra, Hyderabad, Telangana, 500062",+91 8929289540,Hours: 11:00 AM to 09:30 PM 
Dilsukh Nagar,"16-11-741/C/13/5, Ground Floor, Vijetha Royal Empire, Indira Nagar, Dilsukh Nagar, Opposite Ram Raj Cotton, Hyderabad, Telangana, 500036",+91 8826021555,Hours: 11:00 AM to 10:00 PM 
Vivekananda Nagar,"House No 3-6-23/4, Plot No 297, Survey Numbers 137&139, Bagh Ameeri Village, Balanagar Madal, Kukatpally Cricle Ghmc, Ranga Reddy, Vivekananda Nagar, Beside Partha Dental Clinic, Hyderabad, Telangana,",+91 8929808349,Hours: 11:00 AM to 09:30 PM 
Alwal,"171 12, Nr Temple, Alwal Village, Ghmc, Alwal Circle, Malkajgiri Mandal, Ranga Reddy, Alwal, Beside Partha Dental Clinic, Hyderabad, Telangana, 500010",+91 9319359590,Hours: 11:00 AM to 09:30 PM 
Manikonda,"House No 8-1-284/Ou/20, Ground Floor, Ou Colony, Shaikpet, Manikonda, Near Naturals Saloon, Hyderabad, Telangana, 500008",+91 7428891346,Hours: 11:00 AM to 09:30 PM 
Nallagandla,"Ground Floor, Ghmc 7-7/205, Nallagandle, Near Reliance Digital, Nallagandle, Hyderabad, Telangana, 500019",+91 9821221604,Hours: 11:00 AM to 09:30 PM 
Serilingampally,"Plot No3, Huda Trade Centre, Seri Nallagandla Village, Serilingampally Mandal And Municipality, Ranga Reddy District, Hyderabad, Telangana, 500019",+91 8512831415,Hours: 11:00 AM to 09:30 PM 
Kukatpally 2,"Mig 161, Ground Floor, Road No 1, Kphb Colony, Kukatpally 2, Opposite Holistic Hospital, Hyderabad, Telangana, 500072",+91 7428891359,Hours: 11:00 AM to 09:30 PM 
Banjara Hills,"Mch No 6/3/348/B/201A, Ground Floor, Bke Owners Society, Road 1, Banjara Hills, Opposite Vangal Rao Park, Hyderabad, Telangana, 500034",+91 7428891055,Hours: 11:00 AM to 09:30 PM 
Chanda Nagar,"Shop No 2/105, C F2/F3, United Chambers, Near The Chennai Shopping Mall, Sri Ram Nagar Colony, Chanda Nagar, Hyderabad, Telangana, 500050",+91 7291823140,Hours: 11:00 AM to 09:30 PM 
Nizamabad,"1-13-14,Vinayaka Nagar, Vinayaka Nagar, Opposite Bajaj Electronics, Nizamabad, Telangana, 503003",+91 8826643365,Hours: 11:00 AM to 09:00 PM 
GSM Mall,"Shop No Ff 101, First Floor, Gsm Mall, Madinaguda, Miyapur, Opposite My Home Jewel Apartments, Hyderabad, Telangana, 500049",+91 8588891355,Hours: 11:00 AM to 09:30 PM 
Puppalguda Shaikpet,"Plot No 40 & 41, Shop No 4-3/40/41/S2/A/1, S S Tower, Friends Colony, Puppalguda, Hyderabad, Telangana, 500089",+91 8929338663,Hours: 11:00 AM to 09:30 PM 
Shantosh Nagar,"&#34, Khaja Estate, Shop No 2, Ground Floor, 17-1-376/3, Shantosh Nagar, Hyderabad, Telangana, 500059",+91 8447743931,Hours: 11:00 AM to 09:30 PM 
Himayath Nagar,"Flat No 3-6-365, Y V Rao Mansion 104&105, Himayatnagar Road, Gagan Mahal, Hyderabad, Telangana, 500029",+91 8826001648,Hours: 11:00 AM to 09:30 PM 
Botanical Garden,"H No 1-57/19, Sri Ram Nagar, Botanical Garden Road, Kondapur, Opposite Airtel Showroom, Hyderabad, Telangana, 500031",+91 9818821647,Hours: 11:00 AM to 09:30 PM 
Madeenaguda,"Shop No G2, Ground Floor, Kalyan Tulasi Ram Chambers, Madeenaguda, Opposite Croma & Allensolly, Hyderabad, Telangana, 500049",+91 9971771565,Hours: 11:00 AM to 09:30 PM 
Hanamkonda,"1-7-682/1, Ground Floor, Subedari, Warangal Urban, Opposit Woodland Showroom, Hanamkonda, Telangana, 506001",+91 9810221364,Hours: 11:00 AM to 09:00 PM 
Ramanthapur,"House No 3-11-65 & 68, Gokhale Nagar, Ramanthapur, Beside Raghavendra Tifins Center & Pharma Hub, Hyderabad, Telangana, 500013",+91 8929174134,Hours: 11:00 AM to 09:30 PM 
"Chanda Nagar, BHEL","2-88, National Highway 65, Gangaram, Chanda Nagar Bhel, Opposite Karachi Bakery, Hyderabad, Telangana, 500050",+91 9971711685,Hours: 11:00 AM to 09:30 PM 
Uppal,"2 2 173, Ground Floor, Vijay Colony, Kv Rangreddy, Uppal, Near Gandhi Statue, Hyderabad, Telangana, 500039",+91 8447743978,Hours: 11:00 AM to 09:30 PM 
IDPL Chintal Main Road,"Ground Floor, House No 5 080, IDPL Chintal Main Road, Ranga Nagar Colony, Village Quthbullapur, Mandal, Quthbullapur, GHMC Gajularamaram Circle, Medchal Malkajgiri, Hyderabad, Telangana, 500055",+91 9582385212,Hours: 11:00 AM to 09:30 PM 
Uppal Depot,"Shop No 2, House No 9/14/2/1, Main Road, Sriram Nagar Colony, Opposite Eden Garden Church, Hyderabad, Telangana, 500092",+91 7428890200,Hours: 11:00 AM to 09:00 PM 
HGB Road,"54, Hari Ganga Basak Road, Paradise Chowmuhani, Opposite Pwd Office, Agartala, Tripura, 799001",+91 7428890002,Hours: 10:30 AM to 09:00 PM 
Krishna Nagar Agartala,"Plot No 6597, West Tripura Sadar Police Station, West Agartala Pargana Sadar, East Mouja, Near Sanghati Club, Krishna Nagar, Agartala, Tripura, 799002",+91 9582598279,Hours: 10:00 AM to 09:00 PM 
Kashari Patty Road,"Ground Floor, House No 204955, Motor Stand Road, Kashari Patty Road, Agartala, Tripura, 799001",+91 8743857691,Hours: 10:30 AM to 09:00 PM 
Dharmanagar,"Kali Bari Road, North Dharmanagar, Kali Bari Road, Opposite R C Jwellers, Dharmanagar, Tripura, 799250",+91 8447917957,Hours: 10:30 AM to 08:30 PM 
Sector 133,"Shop No 3 & 4, Ground Floor, Paras One 33, Sector 133, Noida, Uttar Pradesh, 201304",+91 7065045166,Hours: 11:00 AM to 10:00 PM 
Qaiserbagh Lucknow,"Shop No 5, Tandon Building, Kaiser Bagh, Kaiser Bagh Crossing, Lucknow, Uttar Pradesh, 226001",+91 9643081427,Hours: 11:00 AM to 09:30 PM 
Skardi Plaza,"Shop No 15 & 22, Skardi Plaza, Skardi Green Gold Links, Ghaziabad, Uttar Pradesh, 201002",+91 9873920763,Hours: 11:00 AM to 09:00 PM 
Ratankhand,"Cp 2/4, Crystal City Centre, Sharda Nadar Yojana, Ratankhand, Lucknow, Uttar Pradesh, 226012",+91 8447745330,Hours: 11:00 AM to 09:30 PM 
Gomti Nagar,"1/99, Vinay Khand, Patrakaarpuram, Gomti Nagar, Near First Cry, Lucknow, Uttar Pradesh, 226010",+91 7303446447,Hours: 11:00 AM to 09:30 PM 
Bahraich,"79, Digiha, Gonda Road, Near Agrasen Chowk, Bahraich, Uttar Pradesh, 271801",+91 9311773715,Hours: 11:00 AM to 09:00 PM 
Mau,"House No 266, B4 Ground Floor, Sahadatpura Pargana, Tehsil Sadar, Mau, Uttar Pradesh, 275101",+91 9654878010,Hours: 10:00 AM to 09:00 PM 
Alpha 2,"Shop No 37, 37A, 37 B, Ground Floor, KB Complex, Plot No LS-01, Sector-Alpha-02, Greater Noida, Gautam Buddh Nagar, Uttar Pradesh, 201308",+91 8743834885,Hours: 11:00 AM to 09:30 PM 
Shuklaganj,"16/1636 Rajdhani Marg, Gopinath Puram, Shukla Ganj, Near V-Mart, Kanpur, Uttar Pradesh, 209861",+91 9643921061,Hours: 11:00 AM to 09:30 PM 
Shaimar Garden,"Plot No 15, G1, Ground Floor, Block C, Shalimar Garden Extension 2, Sahibabad, Ghaziabad, Uttar Pradesh, 201005",+91 7303371372,Hours: 11:00 AM to 09:30 PM 
Indirapuram,"Shop No G2, Aditya Goldcrest, Vaibhav Khand, Indirapuram, Beside Narulas, Ghaziabad, Uttar Pradesh, 201014",+91 9319369533,Hours: 11:00 AM to 10:00 PM 
Phoenix United Mall,"Cp 08, 1St Floor, Phoenix United Mall, Sector B, Lda Colony, Kanpur Road, Near Wildcraft, Lucknow, Uttar Pradesh, 226012",+91 7428891128,Hours: 11:00 AM to 09:30 PM 
Barabanki Lucknow,"C18/40/242,Ground FLoor, Civil Lines, Barabanki, Lucknow, Uttar Pradesh, 225001",+91 9643662084,Hours: 11:00 AM to 09:00 PM 
Civil lines Ayodhya,"2/4/29/, Ground Floor, Civil Lines, Near Hanuman Garhi, Rikabganj, Ayodhya, Uttar Pradesh, 224001",+91 9643630264,Hours: 10:00 AM to 09:00 PM 
East Model Town Ghaziabad,"Ground Floor, Plot No 1, East Model Town, GT Road, Ghaziabad, Uttar Pradesh, 201001",+91 9582696394,Hours: 11:00 AM to 09:30 PM 
Jankipuram,"Plot No 31, 60 Feet Road, Jankipuram, Near Mulayam Tiraha, Lucknow, Uttar Pradesh, 226021",+91 9319371908,Hours: 11:00 AM to 09:00 PM 
Sector 75 Noida,"Shop No 10C & 10D, Ground Floor, Block B, Spectrum Metro, Sector 75, Noida, Uttar Pradesh, 201301",+91 8929174102,Hours: 11:00 AM to 10:00 PM 
Ambedkar Road,"Shop No N 21, Nehru Nagar 3, Ambedkar Road, Adjacent To Banwari Lal Restaurant, Ghaziabad, Uttar Pradesh, 201001",+91 7428891144,Hours: 11:00 AM to 09:30 PM 
Garh Road,"Shop No 2, Ground Floor, Pinnacle Tower, Garh Road, Meerut, Uttar Pradesh, 250001",+91 8447820217,Hours: 11:00 AM to 09:30 PM 
Naini,"152/41, Moja Chak, Raghunath Parhana, Naini, Shankar Dhal, Prayagraj Tehsil Karchana, Naini, Near Shankar Dhal, Prayagraj, Uttar Pradesh, 211008",+91 8929280250,Hours: 11:00 AM to 09:00 PM 
Mall Road,"18/183, The Mall Road, Kurswan, Mall Road, Opposite Phoolbagh, Kanpur, Uttar Pradesh, 208001",+91 8929436466,Hours: 11:00 AM to 09:30 PM 
SGPGI,"Khasra No 1463, Sgpgi Market, Krishna Vihar Colony, Raibarelli Road, Eldeco Udhyan Ii, Sgpgi Market, Lucknow, Uttar Pradesh, 226014",+91 8447818451,Hours: 11:00 AM to 09:30 PM 
Grand Venice Mall,"Shop No 02, Lower Ground Floor, Grand Venice Mall, Site Iv Pari Chowk, Site Iv, Pari Chowk, Greater Noida, Uttar Pradesh, 201308",+91 9582351439,Hours: 11:00 AM to 09:30 PM 
Gol Market,"B 939/B, D B S Tower, Sector A, Mandir Marg, Gole Market, Lucknow, Uttar Pradesh, 226006",+91 7303242243,Hours: 11:00 AM to 09:30 PM 
Sadar Bazar,"T 4 Suraj Complex, 4 Taj Road, Sadar Bazar, Near Jio Retial Shop, Agra, Uttar Pradesh, 282001",+91 9319365057,Hours: 11:00 AM to 09:30 PM 
Ashiyana,"H No K-833, Ashiyana Colony, Ashiyana, Near Pizza Hut, Lucknow, Uttar Pradesh, 226012",+91 7303283284,Hours: 11:00 AM to 09:30 PM 
Rathyatra,"Shop No 4, 58, 53 & 54, Shivam Complex, Rathyatra Crossing, Rathyatra, Infront Of Kuber Complex, Varanasi, Uttar Pradesh, 221010",+91 9319375622,Hours: 11:00 AM to 09:30 PM 
LuLu Mall,"Shop No H005, T5&T-Aajbb-2, Ansal Ape, Sushant Golf City, Sultanpur Road, Ansal Ape, Lulu Mall, Lucknow, Uttar Pradesh, 226030",+91 8929338626,Hours: 11:00 AM to 10:00 PM 
"Sector E, Aliganj","Hig 65, Lower Ground Floor, Kapoorthala Road, Sector E, Aliganj, Opposite Keventers, Lucknow, Uttar Pradesh, 226024",+91 7428891176,Hours: 11:00 AM to 09:30 PM 
Shastri Nagar,"Plot No 12/2, Ground/First Floor, Sector 2, Central Market, Shastri Nagar, Meerut, Uttar Pradesh, 250004",+91 8929345115,Hours: 11:00 AM to 09:30 PM 
Vibhuti khand,"G11, Ground Floor, Levana Cyber Heights, Vibhuti Khand, Gomti Nagar, Lucknow, Uttar Pradesh, 226010",+91 8929276236,Hours: 11:00 AM to 09:30 PM 
Z Square Mall,"Shop No 16/113, G 28A, Ground Floor, Z Square Mall, M G Road, Near Bada Chauraha, Kanpur, Uttar Pradesh, 208001",+91 7428891178,Hours: 11:00 AM to 10:00 PM 
Thakurganj,"439/14, Hardoi Road, Thakurganj Chowk, Opposite City Montessori School, Lucknow, Uttar Pradesh, 226003",+91 8929342527,Hours: 11:00 AM to 09:30 PM 
Golden I Noida,"Shop No 17A & 17, Block C, Ground Floor, Golden I, Plot No 11 Tech Zone 4, Greater Noida West, Noida, Uttar Pradesh, 201009",+91 9582596546,Hours: 11:00 AM to 10:00 PM 
Center Point Aligarh,"3/1, Ground Floor, Ghar Gopika, Samad Road, Center Point, Lekhraj Nagar, Aligahr, Uttar Pradesh, 202001",+91 9582563670,Hours: 11:00 AM to 09:30 PM 
Sector 141,"Ground Floor, Plot No 18, Block SH, Sector 141, Noida, Uttar Pradesh, 201305",+91 7291081798,Hours: 11:00 AM to 10:00 PM 
RDC Rajnagar,"Shop No 1 & 2, Advocate Chamber, Rdc Rajnagar, Near Bikanerwala, Ghaziabad, Uttar Pradesh, 201002",+91 7428891184,Hours: 11:00 AM to 09:30 PM 
"Sector 3, Vasundhara","Shop No Ug 06, Ugf, Ksn Square, Plot No 12,13,14, Sector 3, Vasundhara, Ghaziabad, Uttar Pradesh, 201012",+91 8929347357,Hours: 11:00 AM to 09:30 PM 
Kapoorthla,"Hig 75, Sector E, Aliganj Scheme, Kapoorthla, Lucknow, Uttar Pradesh, 226024",+91 7291064565,Hours: 11:00 AM to 09:30 PM 
Golghar,"Ground Floor, MP Building, Golghar, Gorakhpur, Uttar Pradesh, 273001",+91 9582417974,Hours: 11:00 AM to 09:30 PM 
DD Puram,"Plot Number SA-116, Ground Floor, Deendayal Puram, Yojna B.D.A, Bareilly, Uttar Pradesh, 243122",+91 9582458914,Hours: 11:00 AM to 09:30 PM 
"Indiranagar, Lucknow","Shop No B4 & 5, Krishna Complex, Faizabad Road, Indiranagar, Bhootnath Market, Lucknow, Uttar Pradesh, 226016",+91 7428891193,Hours: 11:00 AM to 09:30 PM 
Shyam Park Extension Sahibabad,"D-64, Ground Floor, Shyam Park Extension, Sahibabad, Ghaziabad, Uttar Pradesh, 201005",+91 8447732043,Hours: 11:00 AM to 09:30 PM 
Olandganj,"House No 141, Td College, Olandganj, Near Chandra Hotel, Jaunpur, Uttar Pradesh, 222002",+91 8929306572,Hours: 11:00 AM to 09:00 PM 
"Phoenix United Mall, Bareilly","Shop No F 298, First Floor, Phoenix United Mall, Mahanagar Colony, Pilibhit Bypass, Bareilly, Uttar Pradesh, 243006",+91 7428891201,Hours: 11:00 AM to 09:30 PM 
Civil line,"Shop No 2&3, Gks Palace, Ayub Khan Choupla Road, 63-64, Civil Lines, Civilline, Bareilly, Uttar Pradesh, 243001",+91 8929100938,Hours: 11:00 AM to 09:30 PM 
Mohaddipur Gorakhpur,"E627/F627, Near Orion Mall, Mohaddipur, Gorakhpur, Uttar Pradesh, 273008",+91 8115024217,Hours: 10:00 AM to 09:00 PM 
"Sector 137, Noida","Ground Floor, Shop No Blk2, Paras Tierra, Sector 137, Sector 137, Noida, Uttar Pradesh, 201305",+91 8929346615,Hours: 11:00 AM to 10:00 PM 
Karrahi,"2/156, Ground Floor, Karrahi Road, Barra World Bank Colony, Kanpur, Uttar Pradesh, 208027",+91 8929039792,Hours: 11:00 AM to 10:00 PM 
Elite,"Ground Floor, Building No 1858, Old Damroo Cinema, Elite Sipri Road, Civil Lines, Elite, Jhansi, Uttar Pradesh, 284001",+91 9582612682,Hours: 11:00 AM to 10:00 PM 
Sector 46 Noida,"Shop No 15, Ground Floor, Gardenia Aims Glory, I Square Market, Plot No Gh 001, Sector 46, Noida, Uttar Pradesh, 201301",+91 8929543971,Hours: 11:00 AM to 10:00 PM 
Mathura,"Shop No 11 & 12, Ground Floor, M R Complex, Bhuteshwar Road, Mathura, Uttar Pradesh, 281004",+91 9899411471,Hours: 11:00 AM to 09:30 PM 
Flagship Store Tilak Nagar,"Gf 4/281-B, Parvati Bangla Road, Tilak Nagar, Kanpur, Uttar Pradesh, 208002",+91 8929172546,Hours: 11:00 AM to 10:00 PM 
Omaxe Connaught Place Mall,"Shop No 7, Upper Ground Floor, Omaxe Connaught Place Mall, Beta 2, Near Igl Cng Filling Station, Greater Noida, Uttar Pradesh, 201308",+91 7428891236,Hours: 11:00 AM to 09:30 PM 
Sector 62,"Rn11, Ground Floor, Sector 62, Near Bank Of Maharashtra, Noida, Uttar Pradesh, 201301",+91 7290012952,Hours: 11:00 AM to 10:00 PM 
Gulab Bagh Sigra,"Ground Floor, Shop No 1 & 2, Gulab Bagh Colony, Near Puma Store, Sigra, Varanasi, Uttar Pradesh, 221010",+91 7291811371,Hours: 10:00 AM to 09:00 PM 
Modi Nagar,"Shop No 11, 11A, 12A, Kn Mod Complex, Gt Road, Modinagar, Ghaziabad, Uttar Pradesh, 201204",+91 8588803142,Hours: 11:00 AM to 09:00 PM 
Orderly Bazar,"Shop No S2 /363 A, Ward Sikraul, Orderly Bazar, Bhojubeer, Varanasi, Uttar Pradesh, 221002",+91 9319360892,Hours: 11:00 AM to 09:30 PM 
Crossing Republic,"Upper Ground-02, Plot No C-2, Nh-24, Orbit Plaza, Crossing Republic, Next To More Store, Ghaziabad, Uttar Pradesh, 201009",+91 7428891244,Hours: 11:00 AM to 09:30 PM 
Civil Line,"Shop No CP 7, Gangapur Avas Vikas, Civil Line, Rampur, Uttar Pradesh, 244901",+91 9582596607,Hours: 11:00 AM to 09:30 PM 
"Sector 4, Vaishali","Shop No 3, Ground Floor, Nipun Plaza, Plot No 1, Sector 4, Vaishali, Near Nazeer Food Restaurant, Ghaziabad, Uttar Pradesh, 201010",+91 7428891246,Hours: 11:00 AM to 09:30 PM 
Kakadeo,"Ground Floor, 117H-l/382, Model Town, Kakadeo, Kanpur, Uttar Pradesh, 208025",+91 8588811571,Hours: 11:00 AM to 10:00 PM 
Pratap Vihar,"Ground Floor, P233, Sector 12, Pratap Vihar, Ghaziabad, Uttar Pradesh, 201009",+91 9582551953,Hours: 11:00 AM to 09:30 PM 
Dadri,"Khasra No 756, Gt Road, GT Road, Opposite Reliance Trends, Dadri, Uttar Pradesh, 203207",+91 8929335305,Hours: 11:00 AM to 09:00 PM 
Durgakund,"Shop No B 27/98, A/7A, Durgakund Road, Durgakund, Beside Dayal Tower, Varanasi, Uttar Pradesh, 221005",+91 7428890216,Hours: 11:00 AM to 09:30 PM 
Lal Bangla,"Ground Floor, 383 K91, Pardewan Pur, Lal Bangla, Near KDA Chowraha, Kanpur, Uttar Pradesh, 208007",+91 9582422049,Hours: 11:00 AM to 09:30 PM 
Moradabad,"20 Awas Vikas, Pili Kothi Chauraha, Kanth Road, Moradabad, Uttar Pradesh, 244001",+91 8743952293,Hours: 11:00 AM to 09:30 PM 
Indirapuram,"Shop No B/120, Ground Floor, Indirapuram Habitat Centre, Indirapuram, Near Hira Sweets, Ghaziabad, Uttar Pradesh, 201014",+91 7428891281,Hours: 11:00 AM to 09:30 PM 
Govind Nagar,"79/4, A Block 8, Govind Nagar, Govind Nagar, Near Chawla Chauraha, Kanpur, Uttar Pradesh, 208006",+91 8929172797,Hours: 11:00 AM to 10:00 PM 
"Sector 110, Noida","Ground Floor, Plot No 008, Sector 110, Near ISBT, Gautam Budh Nagar, Noida, Uttar Pradesh, 201304",+91 9953770285,Hours: 11:00 AM to 10:00 PM 
